                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3216,                 1.7548,                0.96939,                 0.4892,                0.16667,                 0.1493,                0.11315,                 1.3013,                 2.9405,                0.76345,                0.00024,                0.00024,                0.00024
                      2,                  1.225,                 1.4572,                0.92979,                0.64596,                  0.077,                 0.0772,                0.05986,                 1.2865,                  2.967,                0.74212,             0.00048515,             0.00048515,             0.00048515
                      3,                 1.1974,                 1.3151,                0.94094,                0.62225,                 0.0802,                0.08313,                0.06365,                 1.2379,                 2.5165,                0.72372,             0.00072535,             0.00072535,             0.00072535
                      4,                 1.1861,                 1.2445,                0.93494,                0.61743,                0.05372,                0.07065,                0.04793,                 1.1717,                 2.1877,                0.68721,              0.0009606,              0.0009606,              0.0009606
                      5,                 1.1504,                 1.2114,                0.91442,                 0.5609,                0.07045,                0.09078,                0.06569,                 1.1267,                  2.131,                0.67398,              0.0011909,              0.0011909,              0.0011909
                      6,                  1.143,                 1.1183,                0.90054,                0.62008,                0.05052,                0.06001,                0.04604,                 2.0648,                 4.8209,                 0.9571,              0.0011881,              0.0011881,              0.0011881
                      7,                  1.126,                 1.1219,                0.91544,                0.43142,                0.06311,                0.07918,                0.05687,                 1.1094,                 2.0359,                0.67796,              0.0011757,              0.0011757,              0.0011757
                      8,                 1.1146,                 1.0888,                0.91541,                0.47114,                0.05029,                0.06536,                0.04638,                 1.0571,                 2.0216,                0.66917,              0.0011634,              0.0011634,              0.0011634
                      9,                 1.2182,                 1.1417,                0.93568,                0.55405,                0.06738,                 0.0906,                0.06468,                  1.115,                 1.9849,                 0.6745,               0.001151,               0.001151,               0.001151
                     10,                 1.1066,                  1.035,                0.91462,                0.28421,                0.07036,                0.09608,                0.06628,                 1.0528,                 1.8575,                0.65542,              0.0011386,              0.0011386,              0.0011386
                     11,                 1.1093,                 1.0554,                 0.9277,                0.57728,                0.06738,                0.09562,                0.07028,                 1.0209,                 1.9502,                0.65184,              0.0011263,              0.0011263,              0.0011263
                     12,                  1.089,                 1.0683,                0.90571,                0.61198,                0.07036,                0.08892,                0.06595,                 1.0453,                   1.78,                0.65041,              0.0011139,              0.0011139,              0.0011139
                     13,                 1.1199,                 1.0489,                 0.9236,                0.20748,                0.03342,                0.05466,                0.03108,                 1.0788,                 1.8656,                0.66542,              0.0011015,              0.0011015,              0.0011015
                     14,                 1.0819,                 1.0395,                0.92405,                0.53394,                0.08639,                0.11503,                0.07873,                 1.0568,                 2.0486,                0.67739,              0.0010891,              0.0010891,              0.0010891
                     15,                 1.1099,                0.99912,                0.89474,                0.28788,                0.13881,                0.13247,                0.10073,                  1.094,                 1.8612,                0.66783,              0.0010768,              0.0010768,              0.0010768
                     16,                 1.0336,                0.95238,                0.89381,                0.48228,                0.09412,                0.11504,                0.08049,                  1.106,                 1.9162,                  0.672,              0.0010644,              0.0010644,              0.0010644
                     17,                 1.0523,                0.92462,                0.88188,                 0.1767,                 0.0364,                0.05929,                0.03368,                  1.108,                 1.8753,                0.67033,               0.001052,               0.001052,               0.001052
                     18,                  1.077,                0.97331,                0.88497,                0.31641,                0.15438,                0.14727,                0.10853,                 1.0958,                 1.8493,                0.67703,              0.0010396,              0.0010396,              0.0010396
                     19,                  1.064,                0.98013,                0.90947,                0.29785,                0.09516,                0.08579,                0.05924,                 1.0875,                 1.7932,                0.67959,              0.0010273,              0.0010273,              0.0010273
                     20,                 1.0702,                0.97123,                0.90448,                0.25809,                  0.115,                0.08088,                 0.0559,                 1.0907,                 1.7648,                0.67706,              0.0010149,              0.0010149,              0.0010149
                     21,                 1.0297,                0.94764,                0.87974,                0.33857,                 0.1102,                0.11535,                0.07992,                 1.1007,                 1.8227,                0.68053,              0.0010025,              0.0010025,              0.0010025
                     22,                 1.0509,                0.94369,                0.89128,                0.69096,                0.13819,                0.16762,                 0.1227,                 1.0826,                 1.7312,                0.66877,             0.00099013,             0.00099013,             0.00099013
                     23,                 1.0815,                0.94466,                0.88827,                0.41873,                0.12344,                0.12964,                0.09045,                 1.0316,                  1.793,                0.66549,             0.00097775,             0.00097775,             0.00097775
                     24,                 1.0044,                0.87302,                 0.8981,                0.32552,                0.10844,                 0.1006,                0.07224,                 1.0391,                 1.8534,                0.66928,             0.00096537,             0.00096537,             0.00096537
                     25,                  1.031,                0.88549,                0.89298,                0.36698,                0.13307,                0.12933,                0.08614,                 1.0855,                 1.7542,                0.67135,               0.000953,               0.000953,               0.000953
                     26,                 1.0258,                0.88402,                0.88273,                0.43044,                0.25108,                0.23467,                0.16808,                 1.0549,                 1.7838,                0.67223,             0.00094062,             0.00094062,             0.00094062
                     27,                 1.0217,                0.89846,                0.88956,                0.37185,                0.11157,                0.12347,                0.08882,                 1.0489,                 1.6643,                0.66726,             0.00092825,             0.00092825,             0.00092825
                     28,                 1.0009,                0.87319,                0.88326,                0.41948,                0.25176,                0.22659,                 0.1642,                 1.0435,                  1.802,                 0.6656,             0.00091588,             0.00091588,             0.00091588
                     29,                 1.0576,                0.90921,                0.90308,                0.59008,                0.13592,                0.14182,                0.10661,                 1.0753,                 1.6462,                0.66777,              0.0009035,              0.0009035,              0.0009035
                     30,                 1.0003,                0.87203,                0.88252,                0.43763,                0.15778,                0.15408,                0.11428,                 1.0602,                 1.6896,                 0.6674,             0.00089112,             0.00089112,             0.00089112
                     31,                 1.0492,                0.92393,                0.88036,                0.52861,                0.32662,                0.28775,                0.19957,                 1.0674,                  1.696,                0.66406,             0.00087875,             0.00087875,             0.00087875
                     32,                  1.015,                0.87552,                0.88061,                0.57405,                0.32608,                0.29904,                0.20819,                 1.0206,                 1.6417,                0.65379,             0.00086637,             0.00086637,             0.00086637
                     33,                 1.0309,                0.88389,                0.88844,                0.53668,                0.41125,                0.36791,                0.26763,                 1.0187,                 1.6921,                0.63773,               0.000854,               0.000854,               0.000854
                     34,                 1.0463,                0.87348,                0.87935,                0.52473,                 0.4224,                0.36392,                0.26322,                 1.0025,                 1.6927,                0.62981,             0.00084162,             0.00084162,             0.00084162
                     35,                0.99256,                0.86181,                0.87999,                 0.5443,                0.46658,                0.39957,                0.28358,                 1.0048,                 1.6513,                0.63166,             0.00082925,             0.00082925,             0.00082925
                     36,                 1.0253,                0.87107,                0.89596,                0.56533,                0.33623,                0.28549,                0.20948,                 1.0112,                 1.6254,                0.63759,             0.00081688,             0.00081688,             0.00081688
                     37,                 1.0133,                0.85796,                0.88551,                0.51003,                0.42704,                0.37379,                0.26441,                 1.0164,                 1.6411,                0.63597,              0.0008045,              0.0008045,              0.0008045
                     38,                 1.0192,                0.84187,                0.87887,                0.40037,                0.23847,                0.21662,                0.15069,                 1.0296,                 1.7141,                0.64017,             0.00079213,             0.00079213,             0.00079213
                     39,                0.96873,                0.78767,                0.88259,                 0.6212,                0.39356,                0.42339,                 0.2901,                 1.0281,                 1.5697,                  0.644,             0.00077975,             0.00077975,             0.00077975
                     40,                 1.0169,                0.84468,                0.88817,                0.67222,                0.20673,                0.19515,                0.14035,                 1.0341,                 1.7544,                 0.6493,             0.00076738,             0.00076738,             0.00076738
                     41,                 1.0079,                0.86732,                0.89366,                0.35465,                0.24222,                0.16441,                0.12103,                 1.0176,                 1.7484,                0.64984,               0.000755,               0.000755,               0.000755
                     42,                0.97774,                0.82365,                0.88016,                 0.5777,                0.37272,                0.38711,                0.27488,                 1.0243,                 1.6169,                0.65121,             0.00074263,             0.00074263,             0.00074263
                     43,                 1.0228,                0.87483,                 0.8832,                0.51096,                0.53694,                0.42915,                0.30222,                 1.0244,                  1.644,                0.64921,             0.00073025,             0.00073025,             0.00073025
                     44,                 1.0113,                0.84271,                0.88403,                0.51744,                0.52759,                0.41947,                 0.3005,                 1.0135,                 1.5695,                 0.6498,             0.00071788,             0.00071788,             0.00071788
                     45,                 0.9646,                0.79757,                0.87663,                0.63508,                0.36903,                0.39301,                0.27996,                  1.042,                 1.5527,                0.66433,              0.0007055,              0.0007055,              0.0007055
                     46,                0.99668,                0.80922,                0.88309,                0.45503,                0.25359,                 0.2224,                0.16009,                 1.0432,                 1.7474,                0.66323,             0.00069313,             0.00069313,             0.00069313
                     47,                0.98679,                 0.8066,                  0.885,                0.40044,                0.16115,                  0.118,                0.08305,                 1.0408,                 1.7302,                0.65999,             0.00068075,             0.00068075,             0.00068075
                     48,                0.99407,                0.82365,                0.87438,                0.60668,                0.40324,                0.40116,                0.28543,                 1.0272,                 1.5892,                0.65261,             0.00066838,             0.00066838,             0.00066838
                     49,                 1.0196,                0.84144,                0.87898,                0.68372,                 0.3865,                0.41939,                0.28881,                 1.0283,                 1.5938,                0.65576,               0.000656,               0.000656,               0.000656
                     50,                 1.0079,                0.83982,                0.88351,                0.68974,                0.42311,                0.45369,                 0.3103,                 1.0343,                 1.5628,                0.65467,             0.00064362,             0.00064362,             0.00064362
                     51,                0.96649,                0.81038,                0.89344,                0.67619,                0.36204,                0.38629,                0.26485,                 1.0379,                 1.5446,                0.66176,             0.00063125,             0.00063125,             0.00063125
                     52,                0.95575,                0.78232,                0.87295,                0.59881,                0.42498,                0.44297,                0.31557,                 1.0622,                 1.5848,                0.66585,             0.00061887,             0.00061887,             0.00061887
                     53,                 1.0044,                0.79614,                0.87467,                0.58797,                0.45345,                0.42806,                0.30629,                   1.06,                 1.6328,                0.66068,              0.0006065,              0.0006065,              0.0006065
                     54,                 1.0036,                0.83383,                0.87719,                0.65319,                0.41299,                0.41129,                0.29092,                 1.0729,                 1.5855,                0.66576,             0.00059413,             0.00059413,             0.00059413
                     55,                0.97141,                 0.8209,                0.86875,                0.67196,                0.44376,                0.44584,                0.31049,                 1.0792,                 1.5319,                0.67104,             0.00058175,             0.00058175,             0.00058175
                     56,                 1.0327,                0.83252,                0.88892,                0.65219,                0.43998,                 0.4402,                0.30602,                 1.0613,                 1.5237,                0.66729,             0.00056938,             0.00056938,             0.00056938
                     57,                 1.0132,                0.83555,                0.87722,                0.67186,                0.44696,                0.45377,                0.32044,                 1.0589,                 1.5717,                0.67057,               0.000557,               0.000557,               0.000557
                     58,                 1.0006,                0.80923,                 0.8758,                0.68242,                0.43873,                0.43791,                0.30792,                 1.0394,                 1.5667,                0.66364,             0.00054463,             0.00054463,             0.00054463
                     59,                0.96946,                0.77849,                0.87412,                0.67829,                0.43583,                0.46458,                0.32388,                 1.0425,                 1.5705,                0.66104,             0.00053225,             0.00053225,             0.00053225
                     60,                 0.9596,                0.75634,                0.87285,                0.65426,                0.44442,                0.45159,                0.31266,                   1.04,                 1.5601,                0.66575,             0.00051988,             0.00051988,             0.00051988
                     61,                0.96228,                0.76975,                0.86527,                0.45443,                 0.4533,                0.36003,                 0.2644,                 1.0189,                 1.6372,                0.66215,              0.0005075,              0.0005075,              0.0005075
                     62,                0.98074,                0.79309,                0.87965,                 0.6822,                0.43782,                0.44028,                 0.3013,                 1.0254,                 1.6115,                0.66181,             0.00049513,             0.00049513,             0.00049513
                     63,                 0.9898,                0.77275,                0.86426,                0.69904,                0.41485,                0.44321,                0.31278,                 1.0241,                 1.5158,                0.66144,             0.00048275,             0.00048275,             0.00048275
                     64,                0.96068,                0.78012,                0.87869,                0.67574,                0.43211,                0.44256,                 0.3069,                 1.0251,                 1.5146,                 0.6648,             0.00047038,             0.00047038,             0.00047038
                     65,                 1.0185,                0.81368,                0.88193,                0.51796,                 0.4822,                0.41538,                0.29621,                   1.03,                 1.5337,                 0.6726,               0.000458,               0.000458,               0.000458
                     66,                0.97408,                0.80262,                0.87592,                0.63305,                0.45799,                0.45537,                0.32516,                 1.0254,                 1.5351,                0.67263,             0.00044563,             0.00044563,             0.00044563
                     67,                0.95838,                0.77525,                0.87186,                0.49961,                0.42239,                 0.3561,                0.24635,                 1.0247,                  1.609,                0.66663,             0.00043325,             0.00043325,             0.00043325
                     68,                0.97206,                0.76132,                0.88827,                0.53997,                0.54686,                0.45634,                0.31569,                 1.0221,                 1.5487,                0.66412,             0.00042087,             0.00042087,             0.00042087
                     69,                 1.0361,                0.81054,                0.88289,                0.65139,                0.44662,                0.44779,                0.30886,                 1.0383,                 1.5083,                0.66914,              0.0004085,              0.0004085,              0.0004085
                     70,                0.96778,                0.77697,                0.86993,                0.66215,                0.43407,                0.44681,                0.31003,                 1.0468,                 1.5456,                0.66964,             0.00039613,             0.00039613,             0.00039613
                     71,                0.94319,                0.75596,                 0.8705,                 0.4814,                 0.5519,                0.44811,                 0.3114,                 1.0283,                 1.5153,                0.66755,             0.00038375,             0.00038375,             0.00038375
                     72,                0.97517,                0.78313,                0.86656,                0.66135,                0.43957,                 0.4426,                0.31125,                  1.014,                 1.5339,                0.66178,             0.00037138,             0.00037138,             0.00037138
                     73,                0.95794,                0.79226,                0.86955,                0.50022,                0.52969,                0.42405,                0.30106,                 1.0128,                 1.5029,                0.65805,               0.000359,               0.000359,               0.000359
                     74,                0.95286,                0.78387,                0.87481,                0.63142,                0.43483,                0.44334,                0.31448,                 1.0244,                 1.5055,                0.66374,             0.00034663,             0.00034663,             0.00034663
                     75,                 0.9347,                0.75576,                0.87243,                0.50576,                 0.5129,                0.42868,                0.30127,                 1.0244,                 1.5339,                0.67162,             0.00033425,             0.00033425,             0.00033425
                     76,                0.96581,                 0.7635,                 0.8638,                0.64168,                0.44078,                0.45479,                0.31422,                 1.0074,                 1.5214,                0.66398,             0.00032188,             0.00032188,             0.00032188
                     77,                0.97851,                0.80853,                0.87552,                  0.511,                0.51721,                0.42461,                0.30014,                 1.0071,                 1.5486,                0.66404,              0.0003095,              0.0003095,              0.0003095
                     78,                0.93514,                0.75094,                0.87737,                0.65872,                0.43721,                0.44041,                0.29982,                 1.0069,                 1.5299,                 0.6584,             0.00029713,             0.00029713,             0.00029713
                     79,                0.97151,                0.76321,                0.87991,                0.51637,                0.52645,                0.42547,                 0.2968,                0.99444,                 1.5427,                0.65617,             0.00028475,             0.00028475,             0.00028475
                     80,                0.94635,                0.75748,                0.88151,                0.66893,                0.43936,                0.44502,                0.30733,                 1.0089,                 1.5247,                0.65321,             0.00027237,             0.00027237,             0.00027237
                     81,                0.92197,                0.73468,                0.85155,                0.60288,                0.41725,                0.39709,                0.27904,                 1.0053,                 1.5425,                0.64993,                0.00026,                0.00026,                0.00026
                     82,                0.94503,                0.72862,                0.86052,                0.63077,                0.44837,                0.43603,                0.30317,                  1.006,                 1.5255,                0.65397,             0.00024762,             0.00024762,             0.00024762
                     83,                0.96908,                0.76975,                  0.878,                0.66679,                0.44203,                0.43102,                0.29844,                 1.0119,                 1.5178,                0.65852,             0.00023525,             0.00023525,             0.00023525
                     84,                0.97907,                0.77194,                0.87145,                0.65176,                0.43781,                0.43904,                0.30607,                 1.0065,                 1.4997,                0.65487,             0.00022288,             0.00022288,             0.00022288
                     85,                0.94774,                0.73448,                0.86789,                0.65898,                0.43325,                0.41571,                0.28445,                 1.0037,                  1.539,                0.65318,              0.0002105,              0.0002105,              0.0002105
                     86,                0.93766,                 0.7504,                0.87429,                0.65612,                0.44334,                0.43239,                0.29841,                 1.0065,                 1.5167,                 0.6494,             0.00019813,             0.00019813,             0.00019813
                     87,                0.94359,                0.75491,                0.88081,                0.63436,                0.44182,                0.43231,                0.30285,                0.99536,                 1.4956,                0.64916,             0.00018575,             0.00018575,             0.00018575
                     88,                0.94162,                0.74699,                0.87324,                0.62888,                0.43104,                0.40358,                0.28185,                  1.004,                 1.5554,                0.65278,             0.00017338,             0.00017338,             0.00017338
                     89,                0.97577,                0.75735,                0.87449,                0.64081,                0.43104,                0.40956,                0.28036,                 1.0069,                 1.5196,                0.65188,               0.000161,               0.000161,               0.000161
                     90,                0.96374,                0.75728,                0.87127,                0.55148,                0.45133,                0.38535,                0.26269,                 1.0115,                  1.591,                0.65238,             0.00014862,             0.00014862,             0.00014862
                     91,                0.99959,                0.82867,                0.87159,                 0.5563,                0.48939,                0.41563,                0.28365,                0.99401,                 1.5221,                0.64731,             0.00013625,             0.00013625,             0.00013625
                     92,                0.95598,                0.77813,                0.88351,                0.55412,                0.49309,                0.41755,                0.29157,                0.97574,                 1.5331,                 0.6366,             0.00012387,             0.00012387,             0.00012387
                     93,                 1.0032,                0.80748,                0.87961,                0.54254,                0.49844,                0.41654,                0.28812,                0.97235,                 1.5549,                0.63531,              0.0001115,              0.0001115,              0.0001115
                     94,                0.95879,                0.78273,                0.88082,                0.56892,                0.46472,                0.41168,                0.28269,                0.97323,                 1.6155,                0.63367,             9.9125e-05,             9.9125e-05,             9.9125e-05
                     95,                0.96697,                0.77576,                0.87614,                0.58875,                0.46129,                0.40524,                 0.2764,                 0.9757,                 1.6264,                0.63427,              8.675e-05,              8.675e-05,              8.675e-05
                     96,                0.95294,                 0.7385,                0.87661,                0.56532,                0.47715,                0.41803,                0.28792,                0.97277,                 1.5954,                0.63494,             7.4375e-05,             7.4375e-05,             7.4375e-05
                     97,                0.94761,                0.77748,                0.88233,                0.56552,                0.48598,                0.41252,                0.28213,                0.97196,                 1.5841,                0.63535,                6.2e-05,                6.2e-05,                6.2e-05
                     98,                0.94191,                0.77354,                 0.8778,                0.56912,                0.48247,                 0.3997,                0.26778,                0.97795,                 1.5937,                0.63759,             4.9625e-05,             4.9625e-05,             4.9625e-05
                     99,                0.94269,                0.74533,                0.88282,                0.55979,                0.49026,                 0.4193,                0.28465,                0.97992,                 1.5789,                 0.6396,              3.725e-05,              3.725e-05,              3.725e-05
                    100,                0.95834,                0.75241,                 0.8767,                0.56074,                 0.4899,                0.43262,                0.29349,                0.97735,                 1.5643,                0.63953,             2.4875e-05,             2.4875e-05,             2.4875e-05
